model,file_name,item_number,formula
EleutherAI/pythia-160m,npi_src_any.json,25,( 5.47523307800293 < 7.099217414855957 ) & ( 2.7222344875335693 < 4.1705121994018555 ) & ( 5.47523307800293 < 4.1705121994018555 )
EleutherAI/pythia-160m,npi_src_any.json,26,( 6.605748653411865 < 7.419033050537109 ) & ( 3.8985049724578857 < 4.639936447143555 ) & ( 6.605748653411865 < 4.639936447143555 )
EleutherAI/pythia-160m,npi_src_any.json,27,( 8.522987365722656 < 9.029850006103516 ) & ( 6.528481960296631 < 7.963846206665039 ) & ( 8.522987365722656 < 7.963846206665039 )
EleutherAI/pythia-160m,npi_src_any.json,28,( 6.533628463745117 < 7.73359489440918 ) & ( 2.80607008934021 < 5.836079120635986 ) & ( 6.533628463745117 < 5.836079120635986 )
EleutherAI/pythia-160m,npi_src_any.json,29,( 5.283090591430664 < 6.313494682312012 ) & ( 3.661890983581543 < 3.492946147918701 ) & ( 5.283090591430664 < 3.492946147918701 )
EleutherAI/pythia-160m,npi_src_any.json,31,( 7.760619163513184 < 7.95858907699585 ) & ( 6.105233192443848 < 7.731729030609131 ) & ( 7.760619163513184 < 7.731729030609131 )
EleutherAI/pythia-160m,npi_src_any.json,32,( 6.742439270019531 < 7.8758769035339355 ) & ( 3.4053735733032227 < 3.9574830532073975 ) & ( 6.742439270019531 < 3.9574830532073975 )
EleutherAI/pythia-160m,npi_src_any.json,34,( 5.501081466674805 < 6.619599342346191 ) & ( 2.5379104614257812 < 3.017395496368408 ) & ( 5.501081466674805 < 3.017395496368408 )
EleutherAI/pythia-160m,npi_src_any.json,35,( 7.078029632568359 < 7.564657211303711 ) & ( 4.221750259399414 < 6.490757465362549 ) & ( 7.078029632568359 < 6.490757465362549 )
EleutherAI/pythia-160m,npi_src_any.json,36,( 7.819891929626465 < 8.77743148803711 ) & ( 4.866585731506348 < 6.326075553894043 ) & ( 7.819891929626465 < 6.326075553894043 )
EleutherAI/pythia-160m,npi_src_any.json,37,( 6.053583145141602 < 6.855730056762695 ) & ( 3.587754249572754 < 4.141392230987549 ) & ( 6.053583145141602 < 4.141392230987549 )
EleutherAI/pythia-160m,npi_src_any.json,38,( 5.878992080688477 < 6.925453186035156 ) & ( 4.553022384643555 < 5.628562927246094 ) & ( 5.878992080688477 < 5.628562927246094 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,1,( 8.3198881149292 < 5.495913982391357 ) & ( 3.6508522033691406 < 8.01315689086914 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,2,( 8.483914375305176 < 7.726224422454834 ) & ( 5.590200424194336 < 6.247732162475586 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,4,( 5.990095615386963 < 5.038801670074463 ) & ( 2.2173099517822266 < 4.980676651000977 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,5,( 6.734356880187988 < 5.220685005187988 ) & ( 4.205352783203125 < 6.531707763671875 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,6,( 8.562521934509277 < 6.607443809509277 ) & ( 6.561396598815918 < 9.210871696472168 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,7,( 8.596991539001465 < 6.905646324157715 ) & ( 7.055855751037598 < 8.417672157287598 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,9,( 9.152995109558105 < 7.626323223114014 ) & ( 8.289886474609375 < 8.808868408203125 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,11,( 5.8227386474609375 < 4.2633514404296875 ) & ( 4.304421424865723 < 5.981911659240723 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,13,( 8.822105407714844 < 6.564293384552002 ) & ( 6.138569355010986 < 8.912738800048828 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,14,( 8.89925765991211 < 8.07394027709961 ) & ( 6.57354736328125 < 8.9683837890625 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,15,( 8.36123275756836 < 6.205532073974609 ) & ( 3.9801220893859863 < 8.692401885986328 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,16,( 6.9387526512146 < 5.87790060043335 ) & ( 3.855851650238037 < 6.754777431488037 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,17,( 10.665125846862793 < 9.486231803894043 ) & ( 8.591339111328125 < 10.704010009765625 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,18,( 3.9067389965057373 < 3.0989387035369873 ) & ( 2.161890983581543 < 5.176051139831543 )
EleutherAI/pythia-160m,reflexive_prep_fem.json,19,( 7.22301721572876 < 4.89855432510376 ) & ( 2.2632460594177246 < 5.327149868011475 )
EleutherAI/pythia-160m,fgd-embed3.json,1,(9.11426854133606>9.397491216659546) & (13.540555119514465<13.948125302791595)
EleutherAI/pythia-160m,fgd-embed3.json,2,(11.825237393379211>11.882128119468689) & (13.503124475479126<13.882935523986816)
EleutherAI/pythia-160m,fgd-embed3.json,3,(8.32832145690918>8.318197250366211) & (16.104833841323853<16.052391052246094)
EleutherAI/pythia-160m,fgd-embed3.json,4,(7.670639514923096>7.899544715881348) & (11.931439995765686<12.21281898021698)
EleutherAI/pythia-160m,fgd-embed3.json,6,(11.79500961303711>11.605127334594727) & (20.936707496643066<20.769184112548828)
EleutherAI/pythia-160m,fgd-embed3.json,8,(5.722240686416626>5.778822422027588) & (27.89633697271347<28.66665005683899)
EleutherAI/pythia-160m,fgd-embed3.json,9,(8.441234827041626>8.741297721862793) & (15.461135149002075<15.786100506782532)
EleutherAI/pythia-160m,fgd-embed3.json,10,(6.421610355377197>6.550404787063599) & (10.94931435585022<11.37408447265625)
EleutherAI/pythia-160m,fgd-embed3.json,11,(7.7555389404296875>7.335935115814209) & (18.735074281692505<18.095378637313843)
EleutherAI/pythia-160m,fgd-embed3.json,14,(11.222782611846924>11.101531982421875) & (15.521670818328857<14.176578044891357)
EleutherAI/pythia-160m,fgd-embed3.json,15,(11.668040752410889>11.767574548721313) & (10.223674595355988<10.9023956656456)
EleutherAI/pythia-160m,fgd-embed3.json,16,(15.934228420257568>16.2503399848938) & (10.499817609786987<9.846827268600464)
EleutherAI/pythia-160m,fgd-embed3.json,18,(8.289674520492554>8.721877336502075) & (7.722028613090515<7.4628520011901855)
EleutherAI/pythia-160m,fgd-embed3.json,21,(9.266811847686768>9.425420761108398) & (17.735434651374817<17.477449893951416)
EleutherAI/pythia-160m,subordination.json,4,(8.191387176513672 > 8.244257926940918 ) & (27.24594557285309 < 29.7896868288517 )
EleutherAI/pythia-160m,subordination.json,9,(9.232681274414062 > 9.379178047180176 ) & (43.575903952121735 < 46.5274772644043 )
EleutherAI/pythia-160m,subordination.json,12,(6.968598365783691 > 7.386264801025391 ) & (26.309178054332733 < 29.033175826072693 )
EleutherAI/pythia-160m,subordination.json,16,(7.402401924133301 > 8.234273910522461 ) & (29.836220033466816 < 33.819934114813805 )
EleutherAI/pythia-160m,subordination.json,19,(7.71820592880249 > 7.466337203979492 ) & (40.55364751815796 < 39.85823655128479 )
EleutherAI/pythia-160m,subordination.json,22,(7.354310512542725 > 7.545587539672852 ) & (26.043287724256516 < 31.024685621261597 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,2,( 7.908231258392334 < 7.726224422454834 ) & ( 5.590200424194336 < 5.044424057006836 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,3,( 6.946094989776611 < 9.644397735595703 ) & ( 9.064746856689453 < 8.372364044189453 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,5,( 3.6118595600128174 < 5.220685005187988 ) & ( 4.205352783203125 < 3.858367919921875 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,6,( 6.736777305603027 < 6.607443809509277 ) & ( 6.561396598815918 < 7.630427360534668 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,7,( 5.885504722595215 < 6.905646324157715 ) & ( 7.055855751037598 < 5.325875282287598 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,9,( 7.558757305145264 < 7.626323223114014 ) & ( 8.289886474609375 < 5.314056873321533 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,10,( 7.236202239990234 < 9.414791107177734 ) & ( 8.509012222290039 < 7.978006362915039 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,11,( 3.4667203426361084 < 4.2633514404296875 ) & ( 4.304421424865723 < 3.8533108234405518 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,17,( 8.254603385925293 < 9.486231803894043 ) & ( 8.591339111328125 < 8.451446533203125 )
EleutherAI/pythia-160m,reflexive_prep_masc.json,19,( 5.47814416885376 < 4.89855432510376 ) & ( 2.2632460594177246 < 3.7489638328552246 )
EleutherAI/pythia-160m,fgd_subject.json,1,(15.706310272216797 > 15.878956317901611 ) & (11.044297218322754 < 12.844066619873047 ) 
EleutherAI/pythia-160m,fgd_subject.json,3,(10.976611375808716 > 11.17421817779541 ) & (10.616074562072754 < 12.831737518310547 ) 
EleutherAI/pythia-160m,fgd_subject.json,4,(12.951452255249023 > 14.81042766571045 ) & (8.286090850830078 < 11.099499702453613 ) 
EleutherAI/pythia-160m,fgd_subject.json,5,(18.2203631401062 > 18.86084508895874 ) & (9.84373950958252 < 12.412912368774414 ) 
EleutherAI/pythia-160m,fgd_subject.json,6,(12.370910406112671 > 13.922911167144775 ) & (10.327960014343262 < 12.126935958862305 ) 
EleutherAI/pythia-160m,fgd_subject.json,9,(16.98661994934082 > 17.81169605255127 ) & (14.367863893508911 < 16.477937698364258 ) 
EleutherAI/pythia-160m,fgd_subject.json,12,(9.422851800918579 > 11.108873963356018 ) & (8.009027481079102 < 12.175671577453613 ) 
EleutherAI/pythia-160m,fgd_subject.json,13,(10.690758228302002 > 10.928951501846313 ) & (16.857972145080566 < 23.225680351257324 ) 
EleutherAI/pythia-160m,fgd_subject.json,24,(14.556393146514893 > 15.641793251037598 ) & (5.060632228851318 < 9.448925018310547 ) 
EleutherAI/pythia-160m,mvrr.json,5,(6.963380813598633 > 3.3232975006103516) & (6.963380813598633 > 6.963380813598633) & ((6.963380813598633 - 3.3232975006103516) > (6.963380813598633 - 3.3232975006103516))
EleutherAI/pythia-160m,mvrr.json,12,(13.010791778564453 > 11.997908592224121) & (13.010791778564453 > 11.81383228302002) & ((13.010791778564453 - 11.997908592224121) > (11.81383228302002 - 10.223073959350586))
EleutherAI/pythia-160m,mvrr.json,14,(14.078665733337402 > 11.180753707885742) & (14.078665733337402 > 14.36068058013916) & ((14.078665733337402 - 11.180753707885742) > (14.36068058013916 - 11.670980453491211))
EleutherAI/pythia-160m,mvrr.json,17,(9.08228874206543 > 2.920614719390869) & (9.08228874206543 > 9.580657005310059) & ((9.08228874206543 - 2.920614719390869) > (9.580657005310059 - 3.288931369781494))
EleutherAI/pythia-160m,mvrr.json,20,(13.756497383117676 > 13.841344833374023) & (13.756497383117676 > 13.798257827758789) & ((13.756497383117676 - 13.841344833374023) > (13.798257827758789 - 13.822196006774902))
EleutherAI/pythia-160m,npi_src_ever.json,1,( 5.4493865966796875 < 7.854269027709961 ) & ( 1.8726518154144287 < 2.824256658554077 ) & ( 5.4493865966796875 < 2.824256658554077 )
EleutherAI/pythia-160m,npi_src_ever.json,2,( 4.969679832458496 < 7.770697593688965 ) & ( 1.8586716651916504 < 3.4597883224487305 ) & ( 4.969679832458496 < 3.4597883224487305 )
EleutherAI/pythia-160m,npi_src_ever.json,4,( 6.14564323425293 < 7.361786842346191 ) & ( 2.3075437545776367 < 3.12870454788208 ) & ( 6.14564323425293 < 3.12870454788208 )
EleutherAI/pythia-160m,npi_src_ever.json,5,( 6.280981063842773 < 7.60188627243042 ) & ( 1.7979249954223633 < 4.72197151184082 ) & ( 6.280981063842773 < 4.72197151184082 )
EleutherAI/pythia-160m,npi_src_ever.json,6,( 5.981046676635742 < 8.258787155151367 ) & ( 2.054847478866577 < 4.422689914703369 ) & ( 5.981046676635742 < 4.422689914703369 )
EleutherAI/pythia-160m,npi_src_ever.json,7,( 4.9875569343566895 < 7.864040374755859 ) & ( 1.7329356670379639 < 3.8328800201416016 ) & ( 4.9875569343566895 < 3.8328800201416016 )
EleutherAI/pythia-160m,npi_src_ever.json,8,( 6.002985954284668 < 7.691705703735352 ) & ( 1.926137089729309 < 4.825752258300781 ) & ( 6.002985954284668 < 4.825752258300781 )
EleutherAI/pythia-160m,npi_src_ever.json,9,( 5.99508810043335 < 7.538294792175293 ) & ( 2.027963876724243 < 4.032901763916016 ) & ( 5.99508810043335 < 4.032901763916016 )
EleutherAI/pythia-160m,npi_src_ever.json,11,( 6.356317520141602 < 7.5657057762146 ) & ( 2.024041175842285 < 3.887578010559082 ) & ( 6.356317520141602 < 3.887578010559082 )
EleutherAI/pythia-160m,npi_src_ever.json,12,( 5.37992000579834 < 8.526252746582031 ) & ( 2.5585193634033203 < 2.461771011352539 ) & ( 5.37992000579834 < 2.461771011352539 )
EleutherAI/pythia-160m,npi_src_ever.json,13,( 5.412271976470947 < 7.043886661529541 ) & ( 1.5003039836883545 < 5.389984130859375 ) & ( 5.412271976470947 < 5.389984130859375 )
EleutherAI/pythia-160m,npi_src_ever.json,14,( 5.700382232666016 < 7.112628936767578 ) & ( 1.8835716247558594 < 2.788679361343384 ) & ( 5.700382232666016 < 2.788679361343384 )
EleutherAI/pythia-160m,npi_src_ever.json,15,( 6.3540143966674805 < 7.380011081695557 ) & ( 2.0278680324554443 < 5.286586284637451 ) & ( 6.3540143966674805 < 5.286586284637451 )
EleutherAI/pythia-160m,npi_src_ever.json,16,( 6.620940208435059 < 8.136896133422852 ) & ( 2.3061933517456055 < 4.624303817749023 ) & ( 6.620940208435059 < 4.624303817749023 )
EleutherAI/pythia-160m,npi_src_ever.json,17,( 6.553129196166992 < 7.678366184234619 ) & ( 3.0124478340148926 < 3.615311622619629 ) & ( 6.553129196166992 < 3.615311622619629 )
EleutherAI/pythia-160m,npi_src_ever.json,19,( 6.1999831199646 < 7.926921844482422 ) & ( 2.047245502471924 < 2.5074305534362793 ) & ( 6.1999831199646 < 2.5074305534362793 )
EleutherAI/pythia-160m,npi_src_ever.json,21,( 5.945542335510254 < 7.59037446975708 ) & ( 2.6639251708984375 < 4.6641411781311035 ) & ( 5.945542335510254 < 4.6641411781311035 )
EleutherAI/pythia-160m,npi_src_ever.json,22,( 5.865691184997559 < 8.603617668151855 ) & ( 2.135368585586548 < 3.643317937850952 ) & ( 5.865691184997559 < 3.643317937850952 )
EleutherAI/pythia-160m,npi_src_ever.json,23,( 6.717495918273926 < 8.529155731201172 ) & ( 3.186333179473877 < 6.4127607345581055 ) & ( 6.717495918273926 < 6.4127607345581055 )
EleutherAI/pythia-160m,npi_src_ever.json,26,( 6.298348426818848 < 7.661301612854004 ) & ( 2.422365188598633 < 3.8218066692352295 ) & ( 6.298348426818848 < 3.8218066692352295 )
EleutherAI/pythia-160m,npi_src_ever.json,27,( 5.24929141998291 < 8.040811538696289 ) & ( 2.447299003601074 < 5.207861423492432 ) & ( 5.24929141998291 < 5.207861423492432 )
EleutherAI/pythia-160m,npi_src_ever.json,28,( 6.250547885894775 < 8.270316123962402 ) & ( 2.216315507888794 < 5.495274066925049 ) & ( 6.250547885894775 < 5.495274066925049 )
EleutherAI/pythia-160m,npi_src_ever.json,29,( 6.501646041870117 < 8.327802658081055 ) & ( 1.7548938989639282 < 2.6897082328796387 ) & ( 6.501646041870117 < 2.6897082328796387 )
EleutherAI/pythia-160m,npi_src_ever.json,31,( 6.7754693031311035 < 8.319993019104004 ) & ( 2.8493733406066895 < 5.200782775878906 ) & ( 6.7754693031311035 < 5.200782775878906 )
EleutherAI/pythia-160m,npi_src_ever.json,32,( 4.497557163238525 < 7.95372200012207 ) & ( 2.002718925476074 < 2.8861870765686035 ) & ( 4.497557163238525 < 2.8861870765686035 )
EleutherAI/pythia-160m,npi_src_ever.json,34,( 5.8178510665893555 < 8.214818954467773 ) & ( 2.439915657043457 < 4.968972682952881 ) & ( 5.8178510665893555 < 4.968972682952881 )
EleutherAI/pythia-160m,npi_src_ever.json,35,( 6.9193010330200195 < 8.006444931030273 ) & ( 2.8222053050994873 < 6.339962959289551 ) & ( 6.9193010330200195 < 6.339962959289551 )
EleutherAI/pythia-160m,npi_src_ever.json,36,( 6.94362211227417 < 7.720239639282227 ) & ( 2.9375689029693604 < 4.795113563537598 ) & ( 6.94362211227417 < 4.795113563537598 )
EleutherAI/pythia-160m,npi_src_ever.json,37,( 6.3602447509765625 < 7.357946395874023 ) & ( 2.2686941623687744 < 3.060433864593506 ) & ( 6.3602447509765625 < 3.060433864593506 )
EleutherAI/pythia-160m,npi_src_ever.json,38,( 6.362950325012207 < 8.031549453735352 ) & ( 2.2836570739746094 < 5.836267471313477 ) & ( 6.362950325012207 < 5.836267471313477 )
EleutherAI/pythia-160m,npz_ambig.json,22,(7.788878440856934 > 7.346889019012451 ) &  (7.788878440856934 > 9.280569076538086 )  & ((7.788878440856934 - 7.346889019012451 ) > (9.280569076538086 - 7.242782115936279 ))
EleutherAI/pythia-160m,npi_orc_ever.json,17,( 6.196962833404541 < 7.445206642150879 ) & ( 3.610826253890991 < 6.096811294555664 ) & ( 6.196962833404541 < 6.096811294555664 )
EleutherAI/pythia-160m,npi_orc_ever.json,36,( 7.264663219451904 < 7.953946590423584 ) & ( 5.224732875823975 < 6.684113502502441 ) & ( 7.264663219451904 < 6.684113502502441 )
EleutherAI/pythia-160m,npi_orc_ever.json,37,( 6.135056972503662 < 7.269174098968506 ) & ( 3.3122544288635254 < 5.0700225830078125 ) & ( 6.135056972503662 < 5.0700225830078125 )
EleutherAI/pythia-160m,mvrr_mod.json,5,(7.6166486740112305 > 1.4567152261734009) & (7.6166486740112305 > 7.6166486740112305) & ((7.6166486740112305 - 1.4567152261734009) > (7.6166486740112305 - 1.4567152261734009))
EleutherAI/pythia-160m,mvrr_mod.json,16,(7.1485066413879395 > 7.202084064483643) & (7.1485066413879395 > 7.721144199371338) & ((7.1485066413879395 - 7.202084064483643) > (7.721144199371338 - 6.94902229309082))
EleutherAI/pythia-160m,mvrr_mod.json,17,(8.306023597717285 > 2.270404577255249) & (8.306023597717285 > 8.959850311279297) & ((8.306023597717285 - 2.270404577255249) > (8.959850311279297 - 2.5702548027038574))
EleutherAI/pythia-160m,mvrr_mod.json,18,(13.346505165100098 > 9.435763359069824) & (13.346505165100098 > 13.020588874816895) & ((13.346505165100098 - 9.435763359069824) > (13.020588874816895 - 9.026061058044434))
EleutherAI/pythia-160m,mvrr_mod.json,19,(12.372594833374023 > 11.151679992675781) & (12.372594833374023 > 12.814282417297363) & ((12.372594833374023 - 11.151679992675781) > (12.814282417297363 - 11.20639705657959))
EleutherAI/pythia-160m,center_embed.json,3,( 11.125728607177734 + 11.461481094360352 ) < ( 11.125423431396484 + 9.755084991455078 )
EleutherAI/pythia-160m,center_embed.json,5,( 8.138132095336914 + 7.596275329589844 ) < ( 5.814462661743164 + 9.630974769592285 )
EleutherAI/pythia-160m,center_embed.json,21,( 7.92832612991333 + 10.36807918548584 ) < ( 9.886089324951172 + 8.191211700439453 )
EleutherAI/pythia-160m,fgd-embed4.json,1,(9.086091041564941>9.251474022865295) & (13.268515408039093<13.6353200674057)
EleutherAI/pythia-160m,fgd-embed4.json,2,(11.871430158615112>11.92057490348816) & (12.30895483493805<12.528501629829407)
EleutherAI/pythia-160m,fgd-embed4.json,3,(9.4586820602417>10.022618055343628) & (11.897017478942871<11.63338589668274)
EleutherAI/pythia-160m,fgd-embed4.json,4,(7.866922378540039>8.225245475769043) & (10.197558879852295<10.586419582366943)
EleutherAI/pythia-160m,fgd-embed4.json,7,(8.412205696105957>7.7595055103302) & (8.886304497718811<8.515090465545654)
EleutherAI/pythia-160m,fgd-embed4.json,9,(8.548709869384766>8.580982685089111) & (14.953068017959595<15.059301972389221)
EleutherAI/pythia-160m,fgd-embed4.json,10,(6.647984743118286>6.69013237953186) & (10.432912826538086<10.762174844741821)
EleutherAI/pythia-160m,fgd-embed4.json,11,(8.514240980148315>8.66551923751831) & (17.400664567947388<16.442028760910034)
EleutherAI/pythia-160m,fgd-embed4.json,12,(10.798452854156494>9.667073726654053) & (8.681883931159973<8.56690376996994)
EleutherAI/pythia-160m,fgd-embed4.json,14,(12.736069202423096>12.417837142944336) & (16.46320343017578<15.276484489440918)
EleutherAI/pythia-160m,fgd-embed4.json,15,(12.333573818206787>12.519326448440552) & (8.81283164024353<8.460339784622192)
EleutherAI/pythia-160m,fgd-embed4.json,16,(17.2507381439209>18.20182967185974) & (10.120174884796143<10.195477604866028)
EleutherAI/pythia-160m,fgd-embed4.json,17,(11.340322017669678>11.340335607528687) & (10.212902665138245<10.628982543945312)
EleutherAI/pythia-160m,fgd-embed4.json,18,(7.593222141265869>8.291609764099121) & (9.338104367256165<9.34270465373993)
EleutherAI/pythia-160m,fgd-embed4.json,20,(8.815633416175842>8.882232904434204) & (12.253893375396729<13.006791591644287)
